LEMMA,TAG,SENTENCE,,
sinn,fekee,Víg,síns,spurðist skjótt víða um héruð og er Þorgeir spurði víg föður síns þá brá honum ekki við þá tíðindasögn
sinn,fevee,Sveinninn Hörður stóð við stokk og gekk nú hið fyrsta sinni,sinnar,stokkinum og til móður sinnar og rasaði að knjám henni
sinn,fekee,Bolli sekti Þórólf stærimann þar,síns,Hegranessþingi um víg Ólafs frænda síns og fór við það heim
sinn,fevee,En þó að hún svari á annan veg þeirra erindum en þeir mundu vilja þá sjá þeir engan sinn kost til þess að sinni að þeir mundu hana í brott hafa nema hennar vilji væri til,sinnar,og búast þeir þá ferðar sinnar
sinn,fehee,Vörðu þeir,síns,fyrir Odd með styrk þeirra bræðra úr Hrútafirði
sinn,fevee,Þaðan reið hann upp,sinnar,Víðimýri til Ingigerðar dóttur sinnar
sinn,fekfe,Þá var leitað við Þórð son,sinna,af Hvalsnesi að hann færi og játaði hann með ráði Dufgussona frænda sinna
sinn,fehee,Sigurður konungur fékk menn til að varðveita klæðnað þeirra og gefa korn hestum,síns,en hann gekk til hásætis síns
sinn,fekfe,Voru þeir sumir í flokkinum er sér leituðu griða á laun til Erlings en þar komu þau svör í mót að allir,sinna,þeir er þess leituðu skyldu hafa lífsgrið en þeir einir landsvist er eigi væru í stórsökum við hann
sinn,fehee,Þeir komu út í Vaðli,síns,Barðaströnd og fóru heim í Garpsdal til bús síns
sinn,fehfe,inn til,sinna,að hitta Jón og sögðu honum til vandræða sinna
sinn,fekee,Ekki gátu þeir að gert og hurfu aftur er,síns,leið daginn
sinn,fevee,Förunautar Bjarna vitja,sinnar,þegar er þeim þykir honum óhætt vera
sinn,fevee,Einn tíma fer Kolur á leið,sinnar,og bað hann af láta komum til systur sinnar
sinn,fekfe,» Þórður varð fár við orð,sinna,og svaraði engu og tók síðan orlof af konunginum og fór heim til búa sinna og urðu frændur hans honum fegnir
sinn,fevee,Fara þeir nú til eyjarinnar þrír saman og þar hittu þeir svein einn í eynni og spyr Vémundur,sinnar,sonur hann væri en hann kvaðst vera son móður sinnar
sinn,fekee,» Nú gengu þeir Sámur og Þorbjörn og komu í búðina,síns,
sinn,fekee,Kenndi hver þeirra öðrum fyrirmannanna en þó gnuddi þetta mest,síns,Sturlu
sinn,fekfe,Eyvindur skáldaspillir segir svo í Háleygjatali,sinna,
sinn,fekee,,síns,snarastur
sinn,fekfe,Var hann miklu,sinna,spakastur
sinn,fekfe,« Það geri eg fyrir engan mun að þiggja af þér gjafar eða góðgripi til,sinna,boðskap hér um
sinn,fehfe,Sækir Björn norðan til,sinna,með fríðu föruneyti
sinn,fevee,Hallur Guðmundarson var þá eigi hér,sinnar,landi
sinn,fevee,hann gekk mót henni með húskarla sína,sinnar,veglyndi systur sinnar
sinn,fekee,Hann bjó,síns,Óslandi í Skagafirði
sinn,fevee,Þar kom þá og Gilli jarl,sinnar,fyrr var ritað
sinn,fekfe,Og hinn síðasta,sinna,boðsins var Unnur flutt til haugs þess er henni var búinn
sinn,fevee,Þeir Þórólfur lögðu að,sinnar,því en þeir er fyrir voru þóttust engi föng hafa til varnar og gáfust upp
sinn,fehfe,svo sem þeir Erlingur voru fram seldir,sinna,
sinn,fehee,« Fá mér leppa tvo úr hári þínu og snúið þið,síns,mín saman til bogastrengs mér
sinn,fevfe,Og hvar sem eg hitti þig héðan frá skal þér hvergi óhætt nema mjög verði annan veg en mig varir,sinna,
sinn,fekfe,Vér förum erinda vorra um,sinna,
sinn,fehfe,bað þá leggja inn til bæjar og gerðu þeir svo og báru ekki af skipum,sinna,
sinn,fekee,Hún var fyrst fyrir búi föður síns eftir,síns,sína dauða
sinn,fekfe,En hann kveðst vera systurson,sinna,úr Sogni
sinn,fekee,En förunautur,síns,sagði Guðmundi
sinn,fevee,Síðan mælti Hallur til Njáls að hann skyldi ganga eftir sonum,sinnar,« en eg mun ganga eftir Flosa og veiti nú hvorir öðrum tryggðir
sinn,fehfe,Nú er þar til,sinna,að taka er Flosi er
sinn,fekfe,Þorgrími og,sinna,hans líkaði þetta stórum illa
sinn,fevee,Varð svo með atgangi,sinnar,að hann nær fiskinum og verður feginn mjög
sinn,fehfe,Þá kallar Steinólfur á sína menn og biður þá halda til skipa og láta þau gæta,sinna,
sinn,fekee,« Sveinn þessi er son göfugs manns og þó heiðins en sveinninn beiðir,síns,utan ráð og vitorð föður síns og fóstra
sinn,fevee,» Konungur telur þá trú fyrir þeim sem öllum öðrum er á hans,sinnar,komu
sinn,fekee,En Halli þótti svo mikið lát Þiðranda sonar síns að hann undi eigi lengur að búa að Hofi,síns,
sinn,fekee,Það sumar er þeir bræður fóru til,síns,þá fór Ingimundur til föður síns og var með honum
sinn,fekee,Kom Eyjólfur sér í kærleika við,síns,biskup af flutningi sjálfs síns og framkvæmd
sinn,fekfe,Einum,sinna,eftir deilur þeirra Sæmundar Jónssonar og Sigurðar Ormssonar andaðist Brandur biskup að Hólum
sinn,fekee,Svo sýndist Þorsteini sem það væri hin mesta gersemi og alllíklegt til,síns,og gerði sér það í hug að duga mundi ef hann næði saxinu
sinn,fehee,Svo og höfðu þeir eigi goldið landaura er gjaldkerinn átti að heimta og heimt hafði hann en Þorsteinn lést eigi skyldur að gjalda er hann var konungs hirðmaður og þóttist heimilt eiga og um þá fimmtán,síns,er honum fylgdu að gefa upp gjaldið og varð fyrir því eigi fast eftir gengið
sinn,fekee,Einhverju,síns,bar enn svo til að Gestur reið til þings og gisti á Hóli
sinn,fekfe,Var leitað við Árna konungsmág ef hann vildi láta taka til,sinna,nokkurn sona sinna
sinn,fehfe,» Og er þeir heyra þetta kasta þeir hrífunum og hlaupa til klæða sinna,sinna,
sinn,fekfe,Skyldi það boð vera um haustið,sinna,Geirlandi um veturnætur
sinn,fevfe,Varð honum það sem margan tímir að þá er hegningartíminn er kominn er eigi hægt undan að komast því að það er óvinarins náttúra að þann manninn sem hann þykist fullkomið vald á eiga og önga von á til,sinna,blekkir hann fyrst og blygðar með krókóttum kyndugskap sinna bölvaðra slægða í framleiðslu hans ljótu lífsdaga en að þrotnum hans stundlegum lífstíma verður hann drekktur í dökkri dýflissu dálegra kvala með eymd og ánauð utan enda
sinn,fekee,Það þekktist Þórður,síns,
sinn,fekee,Unnur gekk til búðar föður síns,síns,
sinn,fekee,« að þú þóttir ei hafa,síns,vit
sinn,fekee,,síns,konungur fékk vanheilindi
sinn,fekfe,Þeir riðu nú þangað til og sáu að menn sofa í dæl nokkurri og stóðu,sinna,þeirra ofan frá þeim
sinn,fevee,koma í Hjörsey og finna Þorkel og,sinnar,hans Oddnýju
sinn,fevee,Ekki hirðir hann hvort hann fer,sinnar,dögum eða nóttum
sinn,fekee,Ávaldi tók því vel,síns,
sinn,fekfe,Spjótið kom á Þorstein miðjan og féll hann þegar dauður af hestinum,sinna,
sinn,fehee,» Konungur kvað svo vera skyldu,síns,
sinn,fekee,Þórður tiggi var þá kallaður til föður síns,síns,
sinn,fekfe,Egill fór til,sinna,við Þórð Granason og sagði honum hvað í hafði gerst
sinn,fehee,Það var einn,síns,um brundtíð að húskarlar hans voru rónir á sjó að leita fiska en sumir að heyvi að hann gengur til hrútahúss síns þess er innan garðs var
sinn,fekee,Dalla kvaðst á það hætta mundu heldur en hún missti bónda síns,síns,
sinn,fekee,» Og við þessar fortölur,síns,lét Kjartan kyrrt vera
sinn,fekee,Nú er Þorgeir spurði víg föður síns þá fór hann,síns,Reykjahóla til Þorgils og sagði honum að hann vildi fara suður í Borgarfjörð að hitta móður sína og bað að hann skyldi fá honum flutning yfir Breiðafjörð
sinn,fekfe,Kjartan þakkar konungi gjöfina og gengur til,sinna,og sýnir þeim skikkjuna
sinn,fekfe,Þá konungi að hann sendi menn á fund Svíakonungs að bjóða sættir af sinni,sinna,
sinn,fekee,til Íslands og komu skipi,síns,á Borðeyri í Hrútafirði
sinn,fevee,En hann gerði sér hundrað,sinnar,er þá gengu í gjöld
sinn,fevee,« Þá er þú kemur til Íslands þá far þú á fund Eyjólfs Guðmundarsonar vinar míns og hirðmanns og fá honum þetta,sinnar,
sinn,fekfe,En er þeir Erlingur heyrðu ópið hljópu þeir til vopna,sinna,og stefndu síðan ofan til skipanna
sinn,fekee,Hann var á fóstri með Miðfjarðar-Skeggja móðurbróður,síns,að Reykjum í Miðfirði þar til er hann var átján vetra gamall
sinn,fekee,En Vísbur lét hana eina og fékk,síns,en hún fór til föður síns með sonu sína
sinn,fehfe,Þá gaf Baldvini konungur Sigurði konungi marga helga dóma og þá var tekinn spónn af krossinum helga að,sinna,Baldvina konungs og patríarka og sóru þeir báðir að helgum dómi að þetta tré var af hinum helga krossi er guð sjálfur var píndur á
sinn,fekee,» Hörður svarar,síns,
sinn,fekfe,» Jökull settist í skíðahlaðann og vonum bráðara kom út maður og kagaði,sinna,dyrum og sá eigi mennina er komnir voru
sinn,fevee,Hólmkell spurði foringja þeirra að nafni en hann kveðst Þórður heita og eiga heima í Austfjörðum en kvað það erindi,sinnar,að biðja Ketilríðar
sinn,fekfe,Þá lagði Þorvarður til Auðunar báðum höndum og kom á hann miðjan og féll hann svo við að fótunum kastaði fram fyrir,sinna,
sinn,fekfe,að allsvaldandi guð virtist að líta miskunnaraugum á þann lýð er Ísland byggði og leysa það fólk fyrir sína erindreka af löngum,sinna,þrældómi og leiða síðan til samlags eilífrar erfðar sinna æskilegra sona sem hann hefir fyrirheitið alla þá er honum vilja trúlega þjóna með staðfesti góðra verka
sinn,fekee,Drottning var til,síns,vel og svo gerðu aðrir eftir
sinn,fekee,Í þann tíma kom Höskuldur lögmaður og heimti fyrir víg frænda síns,síns,Grís að gjalda sex hundruð fyrir víg Arnar
sinn,fekee,Hallgerður mun hafa sendan Þjóstólf til,síns,en hún mun riðin heim til föður síns
sinn,fekfe,Gissur sagði svo þótt aldrei fengi hann sinna harma rekið að,sinna,skyldi hann sækja þá á staðinn
sinn,fehee,Lét hann þar geyma um vetrum fjár síns,síns,
sinn,fevfe,Gunnar lét þess,sinna,
sinn,fevee,Litlu síðar sendi hún sonu sína í Sóknadal til,sinnar,og undu þeir þar litla hríð og vildu fara aftur til móður sinnar
sinn,fehee,» Oddur kemur út hingað og fer til bús síns,síns,
sinn,fehee,Gekk þá skeiðin Erlings miklu meira en önnur,síns,
sinn,fehee,fóru þá aftur er,síns,leið veturinn upp á mörkina
skip,nhfe,Þeir komu til Írlands um,skipa,
skip,nhfe,« Það hefi eg heyrt yður mæla að renna skyldi,skipa,skipum og á land upp en aldrei það að renna til skipa svo að hver hlypi frá öðrum
skip,nhee,Gísli hjó þá höfuð af Hólmgöngu-Skeggja því að hann var þá þar,skips,sonum sínum
skip,nhee,« Svo er nú komið að eg,skips,heill orðinn sára minna og vil eg ekki lengur fara huldu höfði eða vera hér lengur en ykkur hjónum líkar vel
skip,nhee,Þenna hinn sama morgun gekk Kári í borgina,skips,
skip,nheeg,» « Það mun sýnast í því,skipsins,
skip,nhfe,Birkibeinar felldu,skipa,fyrir þá og hljópu síðan á Mörkina
skip,nhfe,Steinþór bað Hávarð að ganga til,skipa,og sitja gegnt sér « og skipa þar félögum þínum hjá þér
skip,nhfe,En er minnka tók klæðið þá skáru þeir í sundur svo að eigi var breiðara en,skipa,breitt
skip,nhfe,Guðmundur var bæði ríkur og fjölmennur,skipa,
skip,nhee,Þorleifur fór nú til manna sinna og svaf af um nóttina og um morguninn rís hann upp og fer í kaupstaðinn og fréttist fyrir um góða kaupunauta og kaupslagar við þá um,skips,
skip,nhee,» Egill gekk þá leið sína og eigi langt áður félagar hans komu í mót honum,skips,en sex gættu skips
skip,nhee,En er þeir höfðu upp brýnt skipinu þá kom Refur þar,skips,drap þá báða
skip,nhfe,Í þeim bardaga sáu nokkurir menn hinn heilaga Ólaf konung með liði Magnúss konungs og fékk hann þann,skipa,fagran sigur
skip,nhee,Hann tók fari í Hvítá og Markús Þórðarson úr Bæ,skips,
skip,nhee,Þorsteinn bað gera kistur að líkum,skips,er önduðust og færa til skips og búa þar um « því að eg vil láta flytja til Eiríksfjarðar að sumri öll líkin
skip,nhee,Gengur Narfi nú fyrst heim til skemmunnar og biður Helgu taka föng,skips,og hafa til skips og svo leiðsögumann þeirra
skip,nhfe,Eftir þetta var Ingjaldur konungur staddur nauðulega og fékk sár mörg og komst við þetta á flótta til skipa sinna en þar féll Svipdagur blindi fóstri hans og synir hans báðir,skipa,
skip,nhfe,bókina plenaríum og,skipa,fjóra
skip,nhfe,Halldór Brynjólfsson og Jón Hallkelsson,skipa,
skip,nhee,Eitthvert sinn reið Þórir,skips,Melum til skips og hitti Helga
skip,nhee,Þeir voru úti hálft hundrað daga og tóku,skips,með nauðum í Austfjörðum í Gautavík
skip,nhfe,þá til Helsingjalands og komu fram í Svíþjóð,skipa,og komu fram í Svíþjóð
skip,nhee,Var þaðan ger njósn vestur,skips,
skip,nhee,Það var ráðagerð,skips,að leyna Birni þar til er þeir fyndu Áskel goða
skip,nhee,Hann stefndi sökum þeim til,skips,og fór til skips eftir það
skip,nhfe,vera þá er stýrimenn segðu að í brott skyldi,skipa,
skip,nhee,Sagði Þóroddur að honum þótti Snorri eiga að ráða bætur,skips,þeim vandræðum
skip,nhfe,þá réð hann það af að sigla með herinn suður til Danmerkur og hafði það,skipa,allt með sér er honum þótti víglegast og best var búið en gaf hinum heimleyfi svo sem kveðið er
skip,nhfe,lét og hitt vera mega að þetta mundu vera frændur hans nokkurir og leiti til vægðar og vináttu en fá í móti af,skipa,traust og trúnað
skip,nheeg,Síðan búast þeir og búa báða bátana og höfðu tuttugu menn,skipsins,hvorum
skip,nhee,Og er þau koma út að eyjum bað hún þá skjóta báti útbyrðis er stóð,skips,ferjunni
skip,nhee,engu minna en jarls,skips,
skip,nhee,En það sama sumar fóru þeir bræður heim til Keldugnúps og voru heima með föður,skips,
skip,nhfe,gekk þar,skipa,sjálfur með öllu liði sínu
skip,nhee,Menn,skips,skulu gæta þar skips
skip,nhee,er þar var,skips,skipi
skip,nhee,Það var þann vetur er bæjarbrunar voru á Möðruvöllum í Eyjafirði og,skips,Bakka í Miðfirði og enn fleiri aðrir
skip,nhee,Sigurður kvaðst eigi við fleirum,skips,hafa tekið af Íslandi en svo að hann skyldi hafa peninga slíka sem hann hafði til hans haft « og eru hér nú fimmtán hundruð þín
skip,nhee,Þorgils Arason og Ari son hans og Illugi,skips,hans riðu með flokki til þings úr Breiðafirði
skip,nhee,að eigi þykir þú hlutgengur eða,skips,hinum fremstum í öllum mannraunum
skip,nhee,En því var eigi,skips,að Hermundur var til skips riðinn og húskarlar hans
skip,nhee,Þess er við að geta að höfði sá gekk einum megin hjá sundunum er Hofshöfði heitir og skyldi þar hittast,skips,konungsins allt við höfðann
skip,nhee,Þorsteinn fagri var eina nótt,skips,Hofi í það sinni
skip,nhee,En skildir og spjót og menn dauðir og klæði flutu víða,skips,skipunum
skip,nhee,sagði að Hækil-Snorri vill hafa fund þeirra og mun bíða þeirra í lambhúsinu og ríður á brott eftir það til fundar við förunaut,skips,
skip,nhee,« Kenna þykist eg að frásögn þeirra skipið að Þórður mun eiga og er maklegur fundur,skips,
skip,nhee,Um vorið reið Þórður upp í hérað því að bóndi sá er Þorgrímur hét hafði sent honum orð að smíða skála,skips,því að Þórður var manna hagastur
skip,nhee,» Nú hljóp þessi til,skips,en Sveinki bað Gunnar upp standa og út fara en rak slagbrand fyrir hurðina
skip,nhfeg,Og var það mál manna að eigi hefði séð skörulegra,skipanna,eða vasklegra
skip,nhee,Konungurinn bað hann vel fara og kvað Hrút vera hinn röskvasta mann og vel kunna að vera,skips,tignum mönnum
skip,nhee,« að eg er,skips,ykkar sammæddur
skip,nhee,Eftir það koma þeir Kormákur og beiða Þórveigu skips,skips,
skip,nhee,En því skipti svo að féllu fyrir Þórði fjórir mínir félagar en eg sár til ólífis og fór það sem von var með okkur Þórði því að hann er engum,skips,líkur um vopnfimi
skip,nhee,Þá var hann,skips,gamall
skip,nhee,En er sendimenn,skips,komu aftur þá hafði hann fram látið setja langskipsbússu mikla er hann átti og látið búa
skip,nhee,Sjálfum honum þótti þetta svo illt að engan,skips,hafði honum þann til handa borið að hann yndi verr við og lagði hina mestu fæð á Döllu
skip,nhfe,þá,skipa,sér liði og ráða sér til skipa
skip,nhee,Narfi tók ekki því síður til,skips,og mælti svo
skip,nhee,Hann bjó að,skips,í Hörgárdal og kallaður Akrakarl
skip,nhfe,Þess getur Þorkell hamarskáld,skipa,getur Þorkell hamarskáld í Magnússdrápu
skip,nhfe,Austurfararskip,skipa,flutu í ánni fyrir bryggjum er kaupmenn áttu
skip,nhee,Víg húskarls Einars Þveræings var bætt,skips,
skip,nhfe,Þetta var,skipa,Þinganesi þar er mætist Sogn og Hörðaland
skip,nhfe,Þar réðu þeir til,skipa,og létu eftir þriðjung liðs að gæta skipa
skip,nhee,Fór Þorgeir heim á Reykjahóla en Þormóður,skips,Laugaból
skip,nheeg,Hann gekk,skipsins,og fram með sjónum
skip,nhee,Þeir Egill rændu þar öllu fé því er þeir máttu höndum,skips,koma
skip,nhfe,Síðan réð hann til,skipa,en hann lét eftir sumt liðið að gæta skipa
skip,nhee,En er menn fóru í brott,skips,boðinu valdi Snorri gjafir vinum sínum
skip,nhee,Konungur nefndi menn til,skips,og svo sveitarhöfðingja eða hvert hvergi sveit skyldi til skips
skip,nhfe,Lauk svo þeirra viðskiptum að þeir,skipa,tveir sigruðu hina ellefu
skip,nhfe,En hvert sinn er þeir voru í leiðangri þá skyldi Skopti leggja skip sitt næst skipi,skipa,en engum skyldi það hlýða að leggja skip milli skipa þeirra
skip,nhfeg,Og þar kom að konungur mælti að stöðva skyldi liðið og hverfa aftur « því að eg sé bragð þeirra að þeir munu þegar við nema er þeir fá sér afla til en flýja undan þar til og teygja oss svo frá,skipanna,vorum
skip,nhee,Förum nú aftur til,skips,og látum þá vita hvað títt er
skip,nhfeg,Þórir barðist alldjarflega og féll,skipanna,skipi sínu með mikilli hreysti
skip,nhee,Fara þeir Snorri og Þorkell við þetta á brott,skips,
skip,nhee,Það bar til tíðinda um sumarið að skip kom út í Dýrafirði og áttu,skips,tveir
skip,nhfe,Erlingur og Skjálgur sonur hans gerðu ráð sín um þetta vandkvæði og staðfestist það með áeggjan Skjálgs og annarra sona hans að þeir safna,skipa,og skera upp herör
skip,nhfe,Hélt Ragnfröður þá norður um Stað og herjaði um Sunnmæri en sumt fólk gekk undir hann sem oft verður þá er herflokkar ganga yfir,skipa,að þeir er fyrir eru leita sér hjálpar hver þannug sem vænst þykir
skip,nhfe,Í annan fylkingararm var Búi digri og Sigurður bróðir hans með tuttugu,skipa,
skip,nhee,Varð þar fagnafundur mikill er þeir hittust,skips,
skip,nhee,Og er þeir komu að sáu þeir að þar lá Skroppa dauð en,skips,bónda stóðu uppi yfir henni þar að grísirnir höfðu sýnst
skip,nhee,Hann kom fram í Leku og gengu þeir heim til,skips,gættu skips
skip,nhee,Þorgils sættist þar þegar á vígin,skips,þar í dalinum og dvaldist honum lengur en hann hafði áður ætlað
skip,nhfe,er barðist til,skipa,er hann átti eigi í
skip,nhee,Bárður heitir nú á sína menn,skips,
skip,nhfe,» Eftir viðurtal þeirra bræðra gera þeir allir bræður heiman ferð sína með mikinn flokk manna og stefna á Upplönd þangað sem þeir spurðu að Sigurður,skipa,var á veislu
skip,nhee,Þeir fóru þá norður,skips,garði og vildu vita ef þeir fyndu fé nokkuð
skip,nhee,Og er þeir lágu fyrir Víkinni bað Arneiður Ketil að ganga á land upp að lesa sér aldin og önnur kona með henni er þar var,skips,skipinu
skip,nhee,Þá var kallað að ófriður væri og sagt að sumir væru komnir til,skips,en sumir á skeiðið
skip,nhee,kvað hann gegnan mann « og hefir ekki komið hingað til lands fyrri göfgari,skips,né fremri » og lét vel yfir honum
skip,nhee,« Nú vil eg að vér reisum hér upp kjölinn,skips,nesinu og köllum Kjalarnes
skip,nhee,Hann fór til Hávarðs og lét bera varnað sinn til Eyjafjarðar og þótti ekki á verða nema starf eitt og seldi þar Eysteini úr Rauðaskriðu þrjú hundruð,skips,og klæði fyrir tíu hundruð og bauð Eysteini að flytja til skips í Húsavík verðið áður fjórar vikur eru af sumri
sonur,nkee,En hann gerði fyrir víg Kálfs Guttormssonar og Guttorms sonar hans tíu tigi hundraða og greiddi Kolbeinn það allt vel eftir,sonar,
sonur,nkee,Hlaut Þórir bústað þann er faðir hans hafði átt en Ásbjörn byggði þann,sonar,er kallaður var að Lokhillum er nú heitir að Hrafnkelsstöðum og sat hann þann bæ vel
sonur,nkee,Tungu-Steinn hét maður er bjó,sonar,Steinsstöðum
sonur,nkee,hrauð þar átta snekkjur og drap þar mart,sonar,en hengdi suma
sonur,nkee,Ingimundur var með föður sínum,sonar,vetrum
sonur,nkee,Hélst það allt um,sonar,ævi og Játvarðar sonar hans en Aðalsteinn kom ungur til ríkis og þótti af honum minni ógn standa
sonur,nkee,Var það jafnt gert sár,sonar,í Álftafirði og sár Þórodds sonar Snorra goða
sonur,nkee,» Geystist þá að múgur allur með ópi og kalli og báðu Erling halda eiða,sonar,er hann hafði þá svarið öllu landsfólki að verja « land sonar þíns en vér skulum allir fylgja þér
sonur,nkee,Griðkona gerði honum Þóri,sonar,og lét segja honum víg Einars sonar síns og brá Þórir skjótt við og fór norður til Vopnafjarðar með tvo húskarla sína og fór á skipi yfir fljót og til Hofs
sonur,nkee,Höskuldur veik meir af sér umsjá um ráðahag,sonar,en verið hafði
sonur,nkee,hann bjó í Djúpadal,sonar,
sonur,nkee,Máttu og sjá hversu trúlyndur þessi maður hefir verið í sínum heitum þar sem hann fór hingað í ófriðarstað,sonar,eignum sínum í hendur oss
sonur,nkee,« Ekki kvíði eg því að eg geti eigi haldið mér réttum fyrir Hrúti og sonum hans og mun eg eigi fyrir því af,sonar,fara
sonur,nkee,« að þetta er allmikil lygi að þú hafir aldrei sofið,sonar,þrem árum
sonur,nkee,» Hörður svarar,sonar,
sonur,nkee,Hann fór til Svíþjóðar að vitja Auðgils sonar síns og fjár,sonar,
sonur,nkee,« Vel lýgur sá er með vitnum lýgur og vænti eg að eigi fáir þú vitni til að eg hafi né eina manns,sonar,tekið
sonur,nkee,Og er Karlsefni var andaður tók Guðríður við búsvarðveislu og Snorri,sonar,hennar er fæddur var á Vínlandi
sonur,nkee,Kveld-Úlfur spurði fall Þórólfs,sonar,síns
sonur,nkee,Og meðan þeir ræddust þetta við þá leysti Björn manskæri af,sonar,sér og voru þau nýhvött er hann fór heiman
sonur,nkee,» Nú er að segja,sonar,Þórði er hann kom heim og frá víg sonar síns og harmaði það mjög
sonur,nkee,Þetta kveld hið sama hafði smalamaður,sonar,fundið Höskuld dauðan og fór heim og sagði Hróðnýju víg sonar síns
sonur,nkee,segir svo að hann var þá kominn að vitja heita þeirra er konungur hafði mælt að Einar skyldi bera tignarnafn yfir Noregi ef Hákonar jarls væri eigi við,sonar,
sonur,nkee,Handsalaði hann þá Þórði bróður sínum fé sitt allt til varðveislu en fyrir búið í Reykjaholti setti hann Guðnýju móður,sonar,
spjót,nheeg,Hrappur tekur höndum báðum um fal spjótsins og snarar af,spjótsins,svo að þegar brotnar skaftið
sumar,nhee,Ingimundarsynir voru heima um,sumars,og sátu á hinn óæðra bekk og fóru til engra leika eða þings og voru mjög ókátir
sumar,nhee,Hvert sem þú vilt af þeim skal þér til reiðu á nótt eða,sumars,
sumar,nhee,Það þiggur Ólafur og fer Halldór heim með honum,sumars,
sumar,nhee,» Hún segir,sumars,
sumar,nhee,Gunnlaugur bjóst til ferðar með honum og herjuðu um,sumars,víða um Suðureyjar og Skotlandsfjörðu og áttu margar orustur og reyndist Gunnlaugur hinn hraustasti og hinn vaskasti drengur og hinn harðasti karlmaður hvar sem þeir komu
sumar,nhee,Leið nú á veturinn og er fár,sumars,voru til sumars mælti Búi til Fríðar
sveinn,nkee-s,Þá er þeir Sveinn og Hákon réðu Noregi gerðu þeir sátt við Erling Skjálgsson og var bundið með því að Áslákur sonur,Sveins,fékk Gunnhildar dóttur Sveins jarls
sveinn,nkee-s,Gunnhildi,Sveins,
sveinn,nkee-s,kominn her Danakonungs og Eiríkur jarl hafði þá og búinn,Sveins,her og þeir höfðingjarnir mundu þá koma austur undir Vindland og þeir höfðu ákveðið að þeir mundu bíða Ólafs konungs við ey þá er Svöld heitir
sveinn,nkee-s,Þau voru systkin Úlfur jarl faðir Sveins konungs og Gyða móðir,Sveins,
sveinn,nkee-s,Og voru þar margar getur á hvað af skipum þeim mundi orðið,Sveins,
sveinn,nkee-s,Þá var á Jaðri austur,Sveins,Sóla Áslákur Erlingsson
sveinn,nkee-s,Jarl dæmdi það að Sveinn konungur skyldi fá Gunnhildar dóttur,Sveins,en Búrisláfur konungur skyldi fá Þyri Haraldsdóttur systur Sveins konungs en hvortveggi þeirra skyldi halda ríkinu og skyldi vera friður milli landa
sveinn,nkee-s,Þórir bróðir Magnúss,Sveins,kom til Sveins um haustið með orðsendingum Magnúss konungs svo sem fyrr var ritað
sveinn,nkee-s,» Það sama sumar komu af Noregi til Knúts konungs Áslákur og Skjálgur synir,Sveins,af Jaðri og fengu þar góðar viðtökur því að Áslákur átti Sigríði dóttur Sveins jarls Hákonarsonar
sveinn,nkee-s,« Oss þykir engi ofgæðakostur í að Haraldur liggi hér þótt hann dragi eigi hér þræla og stafkarla » og grípur hann upp riðvöl og laust í höfuð,Sveins,svo að blóð féll um hann
sveinn,nkee-s,Úlfur átti Ástríði dóttur Sveins konungs en systur Knúts hins ríka,Sveins,
sveinn,nkee-s,,Sveins,var sonur Sveins Sveinssonar Erlendssonar úr Gerði
sverð,nheeg,Hafði hann sverð það um alla sína ævi en síðan hans sonur og tók hver eftir annan þeirra frænda og fylgdi það jafnan eign,sverðsins,að hver sagði öðrum nafn sverðsins og svo það hvaðan það var komið
sverð,nheeg,Ætla eg þá marga er,sverðsins,mundu til ljá að svíkja hann ef þeir hefðu mátt
sverð,nheeg,Hafði hann sverð það um alla sína ævi en síðan hans sonur og tók hver eftir annan,sverðsins,frænda og fylgdi það jafnan eign sverðsins að hver sagði öðrum nafn sverðsins og svo það hvaðan það var komið
sverð,nhee,Eitt,sverðs,er þeir höfðu herjað rak Kormákur flótta en liðið var til skips farið
sök,nvfe,» Nefnir Barði sér þá votta og segir skilið við Guðrúnu dóttur,saka,« og finn eg það til saka
sök,nvfe,« Væntum vér herra að héðan af muni skipast mál Egils á betri,saka,
tíðindi,nhfe,Bergur hét,tíðinda,hans og Helgi
tíðindi,nhfe,Auður gengur til,tíðinda,og heilsar þeim og spyr tíðinda en Gísli lá í rekkju sinni og var þar jarðhús undir niðri og beindi hún raust þegar ef hann þurfti að varast
tíðindi,nhfe,Þar var háreysti,tíðinda,
tíðindi,nhfe,Þorgrímur var þá,tíðinda,hinum efra aldri og mæddist skjótt og varð sár mjög
tíðindi,nhfe,» Eyjólfur bað hann senda húskarl sinn til,tíðinda,og vita hvað til tíðinda var
tíðindi,nhfe,» En er,tíðinda,leið spurði konungur Sighvat margra tíðinda austan af Gautlandi
tíðindi,nhfe,Þorbjörn var í haug lagður en Hallsteinn,tíðinda,hans var græddur
tíðindi,nhfe,Tíu vetrum síðar en Gestur fór úr Tungu bar það til tíðinda að allt sauðfé hvarf í brott það Þorbjörn bóndi átti í geymslu Gusts sauðamanns og leitaði þrjá,tíðinda,í samt svo hann fann öngan sauð og kom svo heim að kveldi og sagðist mundu upp gefa leitina fjárins « því að eg hefi þessa daga leitað í allar áttir og þær leitir er mér þykir nokkur líkindi vera að fénaður megi verið hafa
tíðindi,nhfe,Hún spurði hann tíðinda,tíðinda,hvaðan hann væri að kominn en hann sagði slíkt sem hún spurði og settist niður hjá henni
tíðindi,nhfe,» Þeir koma heim á Arneiðarstaði og er,tíðinda,þeirra þá í kátara lagi
