LEMMA,TAG,SENTENCE,,
sinn,feveo,Prestur kvað mundu mál manna að of frekt væri að gengið ef þeir tækju hann í brott og kvað meðallagi ráðlegt að hefja svo virðing,sína,of vændismenn að gera góða menn sér að óvinum
sinn,fekfo,Dalur var í hvolinum og riðu þeir þangað og bundu þar hesta,sína,og dvöldust þar til þess er mjög leið á kveldið
sinn,feveo,Bárður tók þá báða undir,sína,hönd hvorn og gekk með þá til fjalls
sinn,feveþ,Þorvarður sótti á fund Ketils Kálfssonar og hafði í,sinni,hendi hvort
sinn,fekeo,Stórólfur sendi þá Orm son,sinn,til móts við Dufþak að fá af honum nokkuð af heyi því að þá gerðist tímum mjög fram komið en fénaður dreginn mjög
sinn,feveo,Þó var hún mennsk í móðurætt,sína,og var móðir hennar þá önduð
sinn,feveo,Handsalaði hann þá Þórði bróður sínum fé sitt allt til varðveislu en fyrir búið í Reykjaholti setti hann Guðnýju móður,sína,
sinn,feveo,» Eftir það gengur Gunnar til fundar við dóttur,sína,því að hún var með Þórði á fóstri og fréttir hana eftir hversu henni var um gefið
sinn,feveo,Páli biskupi sendir kveðju guðs og,sína,Guðmundur prestur er nú er kallaður biskupsefni
sinn,feveo,Haraldur konungur og Gunnhildur leiddu Ólaf til skips og sögðust mundu leggja til með honum hamingju,sína,með vingan þeirri annarri er þau höfðu til lagt
sinn,nheo,hver skaði honum er ger þá fer hann í annað,sinn,á fund Geitis og sagði hver ójöfnuður honum var ger
sinn,feveo,Hann gifti eina dóttur,sína,Heinreki keisara syni Fríreks keisara en þeirra sonur var Frírekur er nú var keisari í Rúmaborg
sinn,feheþ,Þeir Háls fara aftur til Íslands þegar hið næsta sumar og koma skipi,sínu,í Húsavík og hafa þar Björn með sér
sinn,fekfo,Þá kallar Steinólfur á,sína,menn og biður þá halda til skipa og láta þau gæta sín
sinn,fekfo,Og er Önundur hitti vini,sína,og mága þá buðu þeir honum til sín
sinn,fevfo,Finnur Árnason bróðir hans gerði orð Kálfi og lét segja honum einkamál þau er þeir Haraldur konungur höfðu við mælst að Kálfur skyldi hafa landsvist í Noregi og eignir,sínar,og slíkar veislur sem hann hafði haft af Magnúsi konungi
sinn,fekeo,Þeir Sturla og Gissur ganga á tal og hver annarra talaði við,sinn,kumpán
sinn,fekfo,Þorgils heitur nú á menn,sína,að þeir skuli ganga út á vígin er þeir hefðu gert og verja hendur sínar rösklega ef þess þarf við og látum konung það spyrja að hann hefir hér drengjum skipað en eigi dáðleysingjum
sinn,feveþ,Þetta sumar sendi Órækja norður til Sighvats Snorra prest Narfason og Guðmund undan Felli og Sverting Þorleifsson til sættaumleitunar og bauð Órækja af,sinni,hendi að breyta þann veg öllu sem Sighvatur vildi vera láta
sinn,fekfþ,En þegar hann sá að það tjáði ekki þá bað hann mönnum,sínum,lífs « fyrir því að þeir hafa ekki til saka gert við yður en það er yður engin ósæmd þó að þér drepið mig
sinn,feheo,Sturla flutti lið,sitt,yfir Arnarfjörð og hafði hann sunnan haft nær fjóra tigi manna en þá hafði hann meir en hundrað er hann kom í Dýrafjörð
sinn,fehfþ,» Síðan taka þeir tal og lýsir Snorri yfir erindum,sínum,að hann kvaðst þess orðinn var að þeir Bolli og Þorleikur undu eigi lengur að faðir þeirra væri bótlaus af þeim Ólafssonum « en nú vildi eg leita um sættir og vita ef endir yrði á ógiftu yðvarri frænda
sinn,fekeþ,Sumar þetta hið sama eftir sættina bauð Þóroddur skattkaupandi Snorra goða mági,sínum,til heimboðs þangað til Fróðár og fór Snorri þangað við hinn níunda mann
sinn,fekeo,Þá gekk Áki fyrir Harald konung og leiddi með sér son,sinn,tólf vetra gamlan er Ubbi hét
sinn,fekfo,Nú sagði hann þeim að hann hafði sár fengið og hversu það hafði að borist og kveðst fyrir því eigi fyrr hafa til sagt að hann vissi kapp frænda sinna um það að þeir mundu eigi hafa skilið við svo búið ef þeir vissu þá þegar en hann kvaðst gjarna vilja að engir menn hlytu illt af vígi hans og bað þá vera sáttgjarna frændur,sína,og kvað þá það best af að gera að stöðva óhöppin sem mátti
sinn,feveo,Hún gerði heiman ferð,sína,til Hlíðarenda og tók Gunnar vel við frændkonu sinni og var hún þar um nóttina
sinn,fekeþ,En er Haraldur var orðinn einvaldskonungur yfir landi öllu og hann settist um kyrrt þá gaf hann Guttormi frænda,sínum,Vesturfold og Austur-Agðir og Hringaríki og land það allt er átt hafði Hálfdan svarti faðir hans
sinn,feheo,Gunnlaugur spurði hvað þá drægi til þessarar ferðar en þeir sögðu líf,sitt,við liggja
sinn,fekeþ,Páll biskup sendir kveðju guðs og sína Sæmundi bróður,sínum,
sinn,feheþ,Hélt hann skipi,sínu,þar til hafnar og báru föt sín á land
sinn,fekfo,Og er hann spurði það að hvorgi sona hans mundi til koma tók hann sótt mikla og er að honum tók að þröngva mælti hann við vini,sína,að þeir mundu flytja hann upp á Skáneyjarfjall þá er hann væri dauður og kvaðst þaðan vildu sjá yfir Tunguna alla
sinn,feheþ,Eg vil bjóða fé fyrir mann þenna til þess að hann haldi lífi,sínu,og limum en þér konungur skapið og skerið um allt annað
sinn,feheþ,Og er þeir komu í Hvamm þá færðu þeir menn alla í kirkju en rændu fé öllu og brenndu bæinn og færðu allt vestur til Saurbæjar og sögðust að,sínu,ganga
sinn,feheþ,Þeir fóru allir til Íslands á,sínu,skipi hver þeirra
sinn,fekfo,Bað hann þá,sína,menn flýta sér til skipsins og komast fyrir fjarðarmynnið
sinn,feveþ,Önundur konungur tók vel orðsending Ólafs konungs og sendi þau orð í mót að hann vill leggja félagskap af,sinni,hendi við Ólaf konung svo að hvor þeirra veitti öðrum styrk til af sínu ríki
sinn,feheo,Þeir tóku tal,sitt,og flutti Már bónorðið fyrir hönd Gríss
sinn,fekfo,Hann var því vanur að fara norður um héruð á vorið og hitta þingmenn,sína,og ræða um héraðsstjórn og skipa málum með mönnum
sinn,fekeo,Og urðu þær málalyktir að Ásbrandur gekk til handsala fyrir Björn son,sinn,og hélt upp fébótum fyrir vígin en Björn var sekur ger utan um þrjá vetur og fór hann í brott samsumars
sinn,feveo,» Nú búa þeir Tófi og Egill ferð,sína,til Gautlands og fara síðan uns þeir koma á fund Valgauts jarls og ganga fyrir hann og gengur Tófi fyrri og kveður hann síðan
sinn,fekeo,Sæmundur varð eigi búinn til þessa og kvað sér eigi sama að deila við Þorvald mág,sinn,
sinn,nheo,« Eigi má eg það vita að neitt,sinn,hafi jafnmjög logist í um fylgdina mína sem í málagjöf ina konungs
sinn,fekeo,Nú er að segja frá Þorvaldi að hann tekur til orða við Þórð bróður,sinn,
sinn,fehfo,lét upp setja skip,sín,og færa varnað til staðar
sinn,feken,Sigurður sendi snemma um vorið Arnór Tumason stjúpson,sinn,á fund þeirra Sighvats og Kolbeins Tumasonar og bað þá koma til sín með allan afla þann er þeir fengju því að hann þóttist vita um málatilbúnaðinn
sinn,feheo,Bar það mest til að liðsmunur var mikill og menn Hákonar hlífðu sér lítt en engi þurfti griðin að nefna af Hákonar mönnum nema þeir einir er ríkismenn tóku á vald,sitt,og festu fé fyrir
sinn,feveþ,Nú ganga þangað allir ungir menn til leika en þú ert sú vanmenna að þú liggur í eldgrófum til hrellingar þinni móður og væri betra að þú værir dauður en vita slíka skömm í ætt,sinni,
sinn,feheo,Sámur settist í bú,sitt,og bjó þar til elli
sinn,fekeþ,» Þorgils fékk nú í hendur Hæringi bróður,sínum,fé sitt til varðveislu og svo tók hann við goðorði því er Þorgils haft hafði
sinn,fehfo,fer síðan heim og sendir menn til Þormóðar og biður að hann láti forvitnast um yxn,sín,
sinn,feveo,Þá gekk sjálfur Magnús konungur með,sína,sveit upp á skipið Sveins og síðan hans maður hver að öðrum
sinn,fevfo,Síðan seldi hann jarðir,sínar,á laun og bjóst til brautferðar en þakkaði Ingimundi sín tillög og mælti enn til vináttu
sinn,nheþ,Það frágu Raumar að Ólafur konungur bjóst upp þannug og söfnuðu liði miklu saman og mæltu svo sín í milli að það er þeim eimuni sú yfirför er Ólafur hafði þar farið fyrra,sinni,og sögðu að hann skyldi aldrei svo síðan fara
sinn,fekfo,Skalla-Grímur varð við það allglaður og sagði svo að það var skylt og heimult um systur Þóris fóstbróður síns að hann gerði slíkan forbeina sem þurfti eða hann hefði föng til og bauð þeim Birni báðum til sín með alla skipverja,sína,
sinn,fekeo,En fyrir því að Magnús fékk lið miklu minna þá sá hann engan annan,sinn,kost en skipta ríkinu við Harald
sinn,fekfo,Steinólfur kallar á,sína,menn og bað þá heim halda til bæjar og láta húsin gæta sín og er þeir komu heim að túngarði verða þeir tólf
sinn,feheo,Vinda þeir þegar upp segl,sitt,og róa undir slíkt er þeir mega
sinn,feheo,Síðan stígur Höskuldur á skip,sitt,og siglir til hafs
sinn,fekeo,Þá gekk Gyða til máls við Friðgeir son,sinn,og talaði við hann lágt
sinn,nheþ,« Það mun þá sumra manna mál að þú takist mikið í fang fyrsta,sinni,
sinn,fekeþ,Þá er Björn hafði verið fimm vetur með Skúla frænda,sínum,bar það til tíðinda að skip kom í Gufárós
sinn,fekeo,Og með styrk og ráðum Miðfjarðar-Skeggja og Ljótólfs goða fer Þorleifur og kaupir sér skip að kaupmönnum er uppi stóð í Blönduósi og ræður háseta til og fór síðan heim á Brekku og hitti föður,sinn,og móður og beiddist af þeim fararefna og fékk svo mikinn fjárhlut sem honum þótti sér þarfa og að vordögum lét hann varning sinn til skips binda og fór í brott af Brekku alfari og bað vel fyrir föður sínum og móður og Miðfjarðar-Skeggja fóstra sínum
sinn,feheþ,að sá maður kom skipi,sínu,til Íslands í Breiðdal er Hallfreður hét
sinn,fekfþ,Nú ríður flokkurinn til bæjarins í Hundadal og bjóða þeir bræður förunautum,sínum,að þeir taki af hestum sínum utan garðs og láta eigi hrossin ganga í túnið
sinn,fekeo,Þann tíma er Snorra var þeirra vestan von sendi hann Órækju son,sinn,í mót þeim vestur
sinn,feveo,Hann sat yfir virðingu allra höfðingja fyrir norðan Öxnadalsheiði svo að sumir létu bústaði,sína,en suma tók hann af lífi en sumir létu goðorð sín fyrir honum
sinn,feheo,Þá er þeir Steinþór af Eyri koma til nausta á Bakka settu þeir þar upp skip,sitt,og gengu þeir bræður heim til bæjar
sinn,fekeþ,Fór Bjarni nú til föður síns og hættir nú siglingu og er með föður,sínum,meðan Herjúlfur lifði
sinn,fekeþ,Jarl var vel til Harðar og kveðst helst vænta þar frama Hróari syni,sínum,til framkvæmdar sem Hörður væri
sinn,feveo,Fóru þeir nótt og dag og sneru til Upplanda og þaðan norður um Dofrafjall og léttu eigi fyrr en þeir komu á fund Hákonar konungs og sögðu um,sína,ferð sem farið hafði
sinn,fekfþ,En síðan var hann með frændum,sínum,í Vestfjörðum og lengst á Eyri með Hrafnssonum þar til er Sturla lét búa mál til á hendur honum og þeim um bjargir hans
sinn,feveo,konungur hinn digri fór brúðferð og að sækja festarkonu,sína,Ingigerði dóttur Ólafs Svíakonungs
sinn,feheo,Hefur Gunnar þar upp bónorð,sitt,og biður Helgu sér til handa
sinn,feheo,En um morguninn gengu þeir bræður til vopnakistu Þórólfs og fann Þorsteinn þar bolöxi þá er honum þótti við,sitt,skap vera og færir hana á breiðöxarskaft
sinn,feveo,Eyjólfur býr nú ferð,sína,heiman með níunda mann og fer til Geirþjófsfjarðar og hittir á bæ Auðar
sinn,feveo,Þá byrjar ferð,sína,Haki Gandálfsson út á Vestfold með þrjú hundruð manna og fór hið efra um dali nokkura og ætlaði að koma á óvart Haraldi konungi en Gandálfur konungur sat í Lóndum með her sinn og þar ætlaði hann að flytjast yfir fjörðinn á Vestfold
sinn,fekfo,En er Finnur sótti norður á Hálogaland þá átti hann þing en sendi menn,sína,nokkura að krefja útboðsins þar er honum sýndist
sinn,fekeo,» Síðan fann Oddur föður,sinn,og sagði að hann vill finna Sæmund og segja honum til málsins
sinn,fehfþ,Ef faðir þinn þykist eigi mega um þig tæla hér í híbýlum,sínum,þá ber eg eigi traust til þess að hafa þig utanlendis með mér því að þér mun það ekki hlýða að hafa þar slíkt skaplyndi sem hér
sinn,nheo,Og í hvert,sinn,er þín er getið þá segir hún að enginn muni koma til jafns við þig
sinn,fekfo,Hann fór með helga dóma,sína,og klerka og söng lengi yfir ánni
sinn,fevfo,En um vorið öfluðu menn sér frækorna svo að flestir bændur söru jarðir,sínar,og varð það brátt árvænt
sinn,fekeo,Og er Þorvaldur spurði í Hruna reið hann þegar í Skálaholt og bjóst þar til varnar því að mönnum þótti sem Loftur mundi ekki ógert láta en Sæmundur mundi veita honum með allan,sinn,afla
sinn,fekeo,Það er nú að segja þessu næst að Oddur Þórarinsson kom til móts við Gissur og bundu nú félagsskap,sinn,
sinn,feheo,Hann sagði til hið sanna um nafn,sitt,og kyn því að hann ætlaði að hann mundi þess víðar koma að hann mundi njóta föður síns en gjalda
sinn,fekeo,En er hann var nær kominn bana þá sendi hann Þóri bróður,sinn,til Sveins Úlfssonar að hann skyldi veita hjálp Þóri
sinn,fekeo,Taldi hann þar til ríkis og arfs eftir son,sinn,og var þar engi mótstaða
sinn,fekeþ,Þórólfi föður,sínum,og Ólafi Þorsteinssyni móðurbróður sínum og Eyjólfi Hallssyni er átti Guðrúnu Ólafsdóttur systrungu Otkötlu
sinn,feveo,En Eiríkur felldi þá báða bræður,sína,í Túnsbergi einum vetri eftir andlát Haralds konungs
sinn,feveþ,Droplaug ríður til skips og býður systur,sinni,til sín og það þiggur hún
sinn,feveo,Ræddu þeir konungur þá um sætt,sína,og samdist það með þeim að Einar skyldi fara norður til Þrándheims og hafa eignir sínar allar og svo sína en konungur dvaldist í Víkinni og var lengi í Borg um haustið og öndurðan vetur
sinn,feveþ,Þá kastaði Þorsteinn öxi,sinni,og þótti hún of seinfeng til vopns en liðsmunur mikill
sinn,fekfo,Hljópu þeir á hesta,sína,og hleyptu út á Skaftá sem mest máttu þeir og urðu svo hræddir að þeir komu hvergi til bæja og hvergi þorðu þeir að segja tíðindin
sinn,feheo,áður hann kom á Sandnes heim og lét flytja til bæjar herfang það allt er hann hafði heim haft en setja upp skip,sitt,
sinn,fekeo,En þeir menn er fyrir þessum ófriði urðu komu til konungs og kærðu skaða,sinn,fyrir honum
sinn,fekfþ,Nú býst Unnur í brott úr Færeyjum og lýsir því fyrir skipverjum,sínum,að hún ætlar til Íslands
sinn,feheþ,Magnús konungur hélt liði,sínu,til Suðureyja
sinn,nheþ,En eg var eigi í því,sinni,feigur og má vera að eg hafi til nokkurs undan rekið og lúti enn fyrri í gras nokkurir frændur Þorgríms en eg
skip,nheþg,Þar gengu félagar Þóris af,skipinu,
skip,nheþ,Brandur lagði,skipi,sínu inn til Niðaróss
skip,nhen,En hálfum mánuði síðar kom Ormar skipi sínu í Reyðarfjörð og bauð Ketill honum heim en,skip,hans var upp sett
skip,nhfn,En er konungur sat yfir dagverðarborði þá sáu varðmenn er úti voru að,skip,mörg sigldu sunnan og áttu eigi langt til eyjarinnar
skip,nhfn,Og snemmendis um vorið sendir konungur,skip,vestur um haf á fund Þorfinns jarls og orðsending að jarl skyldi koma austur á konungsfund
skip,nheo,Þeir Þórður og menn hans hljópu á,skip,þá er hann hafði sagt um ferðir Sturlu
skip,nheþ,Síðan héldu þeir,skipi,sínu til kaupstaða
skip,nhfn,Það sama sumar spurði Ólafur konungur að,skip,það var horfið er hann hafði sent til Færeyja eftir skatti hið fyrra sumar og það hafði hvergi til landa komið svo að spurt væri
skip,nhen,En í stórviðrum þeim er á lögðust þá þurfti hið mikla,skip,góðra grunnfæra
skip,nheo,Höfðu þeir þá og frétt af að Kolbeins menn höfðu fengið,skip,nokkur
skip,nheþg,komu af hafi í Borgarfjörð og hélt Egill,skipinu,inn eftir firðinum og til hafnar skammt frá bæ sínum og lét heim flytja varnað sinn en ráða skipi til hlunns
skip,nhen,» Nú var,skip,upp sett en þeir ríða á brott tólf saman og sneru vestur til Langadals
skip,nheþ,Eftir það hélt Unnur,skipi,sínu til Færeyja og átti þar enn nokkura dvöl
skip,nheþ,Erlingur lá sínu,skipi,næst þeim og bar fyrir utan það skipið vopnaburðinn heiðinna manna
skip,nhen,Og þá er skáldið bræddi,skip,sitt þá koma sendimenn konunga og biðja hann ganga að færa kvæðin
skip,nhen,Á hinu þriðja sumri um alþing kom,skip,á Eyrum og voru þar á tveir frændur Þórðar
skip,nheo,En er þetta var allt ráðið þá bjuggu þeir skip sín til hafs og fóru þeir allir í,skip,með Eysteini hvíta og fóru þetta sumar til Íslands
skip,nhfþ,Þær skáru úr osti akkeri og sögðu að slík mundi vel mega halda,skipum,Noregskonungs
skip,nhen,Grettir var lengstum úti um daginn og sá að,skip,fór suður og norður með landi því að hver sótti til annars þangað sem samdrykkjan var sett
skip,nhfn,,Skip,þeirra kom í óbyggð á Grænlandi og týndust menn allir en þess varð svo víst að fjórtán vetrum síðar fannst skip þeirra og sjö menn í hellisskúta einum
skip,nheog,Þá kastar skipinu til djúps og skolar til hafs út allt úr skipinu og braut,skipið,allt í spón en lítið kemur á land af fjárhlut
skip,nhfn,» Nú er þar til máls að taka er förunautar Þorvalds eru að þeir biðu til þess er,skip,komu að landi
skip,nheo,En um vorið býr hann,skip,sitt til Danmerkur og er þar vetur annan í góðu yfirlæti
skip,nheog,bjó,skipið,og fékk menn til og fór síðan til Eiríksfjarðar
skip,nheo,Þá er hvorirtveggju höfðu um búist gekk Haraldur konungur með nokkura menn á,skip,Magnúss konungs
skip,nheþ,Svo þótti Hallfreði mikill skaði að um Ólaf konung að hann undi engu og ætlaði þá að halda,skipi,sínu suður til Danmerkur eða austur til Svíþjóðar
skip,nhfþ,en á Þórðar,skipum,var hver maður öðrum kænni
skip,nheog,En er skipverjar Grettis sáu eldinn töluðu þeir til að sá væri heppinn er honum gæti náð og efuðust í hvort þeir leysa skyldu,skipið,en það sýndist öllum ei hættulaust
skip,nheng,Tókst þeim Kolbeini ógreitt atlagan svo að eigi komst fram það hið mikla,skipið,er sjálfur hann var á og enn fleiri hin stærri skipin þeirra og varð því á bugur nokkur á fylkingu þeirra og hallaðist í þessari svipan bardaginn í lið Kolbeins
skip,nheþ,sigla síðan í haf og urðu vel reiðfara og komu í Eiríksfjörð,skipi,sínu snemma sumars
skip,nheog,Nú verður þess að geta hversu Ljótólfur lét laust,skipið,fyrir Karli það sem þeir áttu báðir saman
skip,nhfn,Þá lét konungur taka róður eftir þeim norður um sund og er hann kom á Sognsæ þá reri lið Arinbjarnar inn til Sauðungssunda og stefnir hann inn eftir þeim og hitti hann,skip,Arinbjarnar inn á Sauðungssundum
skip,nhfþ,« hér viljum vér æja og eiga dvöl og hjalast við áður vér,skipum,oss á gistingar
skip,nhfn,En þá er þeir Björn voru búnir til hafs sigldi að þeim,skip,af hafi
skip,nheþg,Var það svo vendilega hroðið að allir menn féllu í,skipinu,nema þeir er á kaf hljópu
skip,nheo,Það vor bjó Guðleikur,skip,sitt og ætlaði að fara um sumarið til Garða austur
skip,nheog,fóru til sjóvar og settu fram,skipið,og var þar reiðinn hjá í naustinu
skip,nhen,En er,skip,gengu milli landa þá komu þessar fréttir fram í Noregi fyrir Ólaf konung um líflát Þorgeirs Hávarssonar og förunauta hans
skip,nhfþ,En Danir og Svíar lögðu þá í skotmál og öllum megin að,skipum,Ólafs konungs
skip,nheþ,Og að lyktum varð Haraldur konungur svo reiður og óður að hann gekk fram á rausn á,skipi,sínu og barðist þá svo djarflega að allir frambyggjar á skipi Arnviðar konungs hrukku aftur til siglu en sumir féllu
skip,nheo,Síðan tókst orusta með þeim og sóttist þeim seint,skip,þeirra Hrúts
skip,nhfþ,En þegar er lið Þórðar sá af öðrum,skipum,að hann lagði frá þá hét hver skipstjórnarmaður á sína liðsmenn að leysa sig úr flotanum og flýr nú hvert skipið sem skjótast verður búið
skip,nhfn,» Nú fer Vésteinn vestur til Englands en þeir Gísli og Bjálfi til Noregs og út um sumarið til Íslands og varð gott til fjár og góðrar sæmdar og skildu vel sitt félag og kaupir nú Bjálfi,skip,hálft að Gísla
skip,nhfo,Þórður reið heiman það sama kveld og ætlaði til Ísafjarðar og draga saman menn og,skip,
skip,nheng,Biskupsefni hafði sendan Kollsvein Bjarnarson frá skipi norður um fjörð að sækja vatnskjöröld sín og kemur hann norðan að firði þá er,skipið,lét út og er orðinn strandarglópur
skip,nhfo,Fara þeir síðan út til skips og höfðu mörg,skip,og smá og er þeir kvöddust þá mælti Brodd-Helgi að Þorleifur skyldi laust láta féið
skip,nhfn,Magnús konungur tók þar sjö,skip,af Sveins mönnum
skip,nheo,Þeir ætluðu að ríða til skips í þann tíma er þeir Þórður og Skeggi voru við,skip,
skip,nhfog,Fylgdarmenn Tuma slógu sér saman og fara eftir biskupsmönnum en þeir undan sem harðast og sáu hvorir aðra og var í hendingum með þeim áður þeir kæmust á,skipin,
skip,nheþ,Þórir haklangur hafði lagt skip sitt í móti,skipi,Haralds konungs
skip,nheo,Hljóp þá meginþorri á,skip,Sanda-Bárðar
skip,nhfþ,stefndi til sín bóndafólki og lét það fylgja að úti skyldi vera almenningur að liði og,skipum,og verja land með honum
skip,nheog,Síðan fluttu þeir Grímur,skipið,með farmi út til skipa sinna
skip,nheþ,En hvert sinn er þeir voru í leiðangri þá skyldi Skopti leggja skip sitt næst,skipi,jarls en engum skyldi það hlýða að leggja skip milli skipa þeirra
skip,nhfn,Hann var í Noregi um veturinn eftir og þá,skip,af Eiríki jarli til útferðar og hann fékk honum mjöl mikið og margir menn aðrir gerðu sæmilega til hans
skip,nheþ,Eg kom,skipi,mínu í Leiruvog fyrir neðan Heiði fyrir fám vetrum og átti eg að gjalda hálfa mörk silfurs húskarli Hrafns og hélt eg því fyrir honum
skip,nheog,Og er hann skyldi heim færa,skipið,tók hann vestanveður mikið og sveif þeim inn um Þórsnes og lentu í Þingskálanesi og settu þar upp skipið í Gruflunaust og gengu þaðan út yfir ásana til Bakka og fóru þaðan á skipi heim
skip,nheo,» Þetta þiggja þeir og fara allir saman á Sæból til haugsgerðar og leggja Þorgrím í,skip,
skip,nheo,En um vorið mælti Þorvaldur að þeir skyldu búa,skip,sitt og skyldi eftirbátur skipsins og nokkurir menn með fara fyrir vestan landið og kanna þar um sumarið
skip,nheþ,,skipi,Haralds konungs í miðju liði en næst honum lagði fram Finnur jarl Árnason sitt skip
skip,nheog,Einar hlaut,skipið,og hélt til Íslands um sumarið
skip,nheng,Hlaut Högni,skipið,Stíganda því hann var farmaður
skip,nhfng,En er,skipin,renndu hjá kaupskipinu þá hljópu menn konungs upp á skipið en þeir menn er eftir höfðu orðið af Egils mönnum og eigi hljópu í skútuna
skip,nheþ,Þeir Háls fara aftur til Íslands þegar hið næsta sumar og koma,skipi,sínu í Húsavík og hafa þar Björn með sér
skip,nheþ,Helgi bjólan kom,skipi,sínu fyrir sunnan land og nam Kjalarnes allt á milli Kollafjarðar og Hvalfjarðar og bjó að Esjubergi til elli
skjöldur,nken-s,,Skjöldur,konungur kom til strandar með her sinn
skjöldur,nkeo,Jarl gerði þá veislu mikla og að þeirri veislu gaf jarl Kára sverð gott og spjót gullrekið en Helga gullhring og skikkju en Grími,skjöld,og sverð
skjöldur,nkfþ,Lét konungur þá blása saman öllum herinum og lét alla menn herklæðast og lágu þeir úti um nóttina undir,skjöldum,sínum því að þeim var sagt að her Vinda var kominn nær þeim
skjöldur,nkeo,Hvortveggja þeirra hafði,skjöld,
skjöldur,nkeo,Lagið kom í,skjöld,Þorleifs
skjöldur,nkeog,snýr nú í mót Skarphéðni og leggur þegar spjótinu til hans og kemur í,skjöldinn,
skjöldur,nkeo,» Jökull þrífur eitt spjót og leggur til Finnboga í,skjöld,hans og gekk í sundur spjótskaftið
skjöldur,nkeo,Gísli var svo búinn að hann hafði í hendi öxi og gyrður sverði og,skjöld,á hlið
sonur,nkeo,Hann hafði drepið,son,Eiðs Skeggjasonar úr Ási og varð fyrir það sekur ger
sonur,nkfn,» Litlu síðar kom Þórhaddur og,synir,hans og riðull manna
sonur,nkeo,Ketill hét,son,þeirra
sonur,nken,Egill,sonur,Síðu-Halls
sonur,nkfn,En er hann var konungur orðinn í Noregi þá var það samtíða er Þorbjörn súr og,synir,hans réðu fyrir í Súrnadal
sonur,nkfn,Voru,synir,þeirra Magnús
sonur,nkfo,Þessi Auðun vildi eigi utan flytja,sonu,Ósvífs hins spaka eftir víg Kjartans Ólafssonar sem segir í Laxdæla sögu og varð það þó síðar en þetta
sonur,nkeo,Það var og snemma fundarins er Eiríkur birkibeinn lagði Mána Ívarsson í gegnum fyrir framan kirkju en svo segja menn að Aron,son,Halldórs Ragnheiðarsonar gengi fyrstur á húsin
sonur,nkeo,Þar með vil eg gefa þér Grím,son,minn til fylgdar og föruneytis
sonur,nkeo,Hann var,son,Valþjófs hins gamla
sonur,nkeo,Þórð,son,sinn og Þórð Heinreksson til Ísafjarðar
sonur,nkeo,þeirra,son,var Snörtur
sonur,nken,þá Knútur,sonur,Sveins annar sjö vetur og er sannheilagur
sonur,nkeo,Þórir var,son,þeirra og Bjarni á Breiðabólstað og Torfi
sonur,nken,,sonur,Steinþórs af Eyri
sonur,nkeo,Sendi Snorri prestinn út til Fróðár með Kjartani og Þórð kausa,son,sinn og sex menn aðra
sonur,nken,En Álfur hroði,sonur,hans kom þá gangandi í kirkjugarðinn
sonur,nken,Sturla og Snorri,son,hans og Snorri Pálsson en Vigfús dró sig úr atferð er að kom
sonur,nken,Og réð þá til fulltings við Inga konung Gregoríus,sonur,Dags Eilífssonar og Ragnhildar dóttur Skopta Ögmundarsonar
sonur,nken,,sonur,Hávarðs hölds af Reyri
sonur,nkeo,Þórólfur hét,son,þeirra
sonur,nkfn,,Synir,Árna áttu heima í Bitru
sonur,nkfo,Á næsta degi kom einn ríkur hertogi til myrkvastofunnar með miklu liði að taka Þorvald út af dýflissu því að litlu áður hafði hann hertekna,sonu,þessa sama hertoga
sonur,nken,Glúmur var þá hniginn á efra aldur og bjó að Þverbrekku í Öxnadal er Ögmundur frændi hans var roskinn en Vigfús,son,Glúms var þá með Hákoni jarli í Noregi
sonur,nken-s,,Son,Konáls var Steinmóður faðir Halldóru
sonur,nkeo,Þeirra dóttir var Jófríður er átti Þóroddur,son,Tungu-Odds en síðan Þorsteinn Egilsson
sonur,nkeo,,son,Heggs af Heggsstöðum
sonur,nkeo,hans,son,var Þorgeir
sonur,nken,Nú er frá því sagt að á einu sumri kom til Noregs utan af Íslandi Brandur,sonur,Vermundar í Vatnsfirði
sonur,nken,Þar var þá með honum Hákon jarl og Haraldur grenski,sonur,Guðröðar konungs og mart annarra ríkismanna
sonur,nkfþ,Allt vissi móðir þeirra þetta með þeim og var heldur tasvíg að starfinu með þeim,sonum,sínum
sonur,nkeo,Sokki bað Einar,son,sinn fara þessa ferð til Noregs
sonur,nkfn,Þorkell og Eyjólfur hétu,synir,þeirra
sonur,nken,Svo og Magnús konungur,sonur,minn má og eigi mér þess synja en eg vil við yður vera skeyttur og skyldur til allrar þjónustu þeirrar er því nafni byrjar
sonur,nkfþ,Þórður bróðir Þorgeirs gekk þar mest í millum manna og kvað Þorgeiri mjög missýnast er hann gekk í mót,sonum,sínum í orustu
sonur,nkfþ,Voru þá þegar sögð tíðindin til kirkjunnar og þótti það öllum mönnum mikil tíðindi en bónda hennar mest og,sonum,
sonur,nkfn,,Synir,Ragnheiðar og Jóns voru þeir Páll biskup og Ormur Breiðbælingur
sonur,nkeo,Þá er Erlingur sigldi norður fyrir Fjörðu þá sendi hann skútu inn af leið til bús Jóns Hallkelssonar og lét taka Nikulás,son,Símonar skálps og son Maríu Haraldsdóttur gilla og höfðu þeir hann með sér út til liðsins
sonur,nkeo,Einar hét,son,hans og var frá honum mikil saga
sonur,nkfn,Njáll kom heim og,synir,hans
sonur,nken,Þá komu þeir sunnan Andrés Sæmundarson og Þórður,son,hans og höfðu þrjá tigu manna
